f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,f73,f74,f75,f76,f77,f78,f79,f80,f81,f82,f83,f84,f85,f86,f87,f88,f89,f90,f91,f92,f93,f94,f95,f96,CLASS
0.7777777777777778,0.2222222222222222,27.03251468817283,8.77475888563125,0.7777777777777778,0.2222222222222222,27.802967844455534,4.505796713005718,0.7777777777777778,0.2222222222222222,28.021904492602253,9.409962871491445,0.7777777777777778,0.2222222222222222,29.778801016621554,8.240910223731632,0.8888888888888888,0.1111111111111111,34.57440759699141,7.150330006446081,0.8888888888888888,0.1111111111111111,35.020313189478415,7.119488968938094,0.7777777777777778,0.2222222222222222,29.488928588840672,8.885662612691009,0.7777777777777778,0.2222222222222222,22.21164223556874,10.33151749137777,0.7777777777777778,0.2222222222222222,19.80862657080131,10.459694888224616,0.7777777777777778,0.2222222222222222,35.038261763634054,13.296207083376524,0.4444444444444444,0.5555555555555556,15.105884679422184,33.71353745653424,0.6666666666666666,0.3333333333333333,21.74669184322061,18.081686700482333,0.0,1.0,0,29.80283375641076,0.0,1.0,0,30.90435219772451,0.0,1.0,0,47.77183656068417,0.0,1.0,0,52.22491168008435,0.0,1.0,0,54.84168865964304,0.0,1.0,0,36.975107009945035,0.0,1.0,0,45.59021249751832,0.0,1.0,0,42.00753018527383,0.0,1.0,0,37.77716377021625,0.0,1.0,0,41.677360699978664,0.0,1.0,0,40.31511141898534,0.0,1.0,0,32.482005035488505,1
1.0,0.0,49.53616936116558,0,0.8888888888888888,0.1111111111111111,51.012425043755705,5.913189329277295,0.8888888888888888,0.1111111111111111,43.042352097940885,1.0407617488529792,0.7777777777777778,0.2222222222222222,31.62575890241307,4.064984110648213,0.7777777777777778,0.2222222222222222,30.899294391925807,4.0228354957865875,0.7777777777777778,0.2222222222222222,34.36527637927526,7.33318147406249,0.8888888888888888,0.1111111111111111,41.060858581168155,1.3753652622717398,1.0,0.0,41.322360753420824,0,0.8888888888888888,0.1111111111111111,36.697967103366814,1.8230779974022966,0.8888888888888888,0.1111111111111111,35.047513422810994,0.6239488508955022,0.8888888888888888,0.1111111111111111,42.36271322478174,1.2285890736068328,0.7777777777777778,0.2222222222222222,39.414220046180226,16.68674950767603,0.0,1.0,0,33.943710796236935,0.0,1.0,0,26.85931551981647,0.0,1.0,0,27.24705991662518,0.0,1.0,0,48.964215554301035,0.0,1.0,0,44.318770622408614,0.0,1.0,0,58.5841466538398,0.0,1.0,0,43.29402944270152,0.0,1.0,0,29.008466620493046,0.0,1.0,0,26.139187538690543,0.0,1.0,0,41.385071620157255,0.0,1.0,0,48.39033405038722,0.0,1.0,0,64.91906888408747,1
0.4444444444444444,0.5555555555555556,38.202212016188064,54.716700463350875,0.7777777777777778,0.2222222222222222,47.231655123402696,30.3997557614031,0.6666666666666666,0.3333333333333333,67.71260491564591,21.08547725911668,0.8888888888888888,0.1111111111111111,82.64385083606938,7.338616960043956,0.7777777777777778,0.2222222222222222,60.42818029063427,20.968380111909465,0.8888888888888888,0.1111111111111111,74.4240784069592,7.338616960043956,0.7777777777777778,0.2222222222222222,79.56568815237686,8.256356783645094,0.8888888888888888,0.1111111111111111,70.5595052266553,7.338616960043956,1.0,0.0,91.85341333514302,0,0.7777777777777778,0.2222222222222222,54.04405800944605,26.382780522071293,0.6666666666666666,0.3333333333333333,46.89855100097842,33.02386879633526,0.8888888888888888,0.1111111111111111,59.1904185992916,7.838049061298098,0.0,1.0,0,185.88894726654325,0.0,1.0,0,96.1587034358944,0.0,1.0,0,79.88255463557918,0.0,1.0,0,72.75837761723592,0.0,1.0,0,78.87053177315799,0.0,1.0,0,75.49859985141235,0.0,1.0,0,63.55475960841123,0.0,1.0,0,57.030211985821275,0.0,1.0,0,62.18446988042187,0.0,1.0,0,40.45036177055688,0.0,1.0,0,45.27407008467101,0.0,1.0,0,162.30036802732113,1
0.8888888888888888,0.1111111111111111,69.78470473114525,1.3151457687408286,0.7777777777777778,0.2222222222222222,51.348334184803576,3.6738780737686083,0.8888888888888888,0.1111111111111111,55.96272343573556,2.4265419547483664,0.6666666666666666,0.3333333333333333,20.78383534145773,7.087050678635035,0.8888888888888888,0.1111111111111111,49.65701843474245,0.6286673369793742,1.0,0.0,41.56884824826935,0,1.0,0.0,33.47367086346928,0,0.8888888888888888,0.1111111111111111,35.31072977232628,2.4238555378627855,0.8888888888888888,0.1111111111111111,31.995701320999952,6.550902314959886,0.8888888888888888,0.1111111111111111,35.07689495822999,6.699472488623194,0.8888888888888888,0.1111111111111111,36.90134319154962,11.59192200776648,0.7777777777777778,0.2222222222222222,42.38472777204587,9.294158492625458,0.0,1.0,0,41.71539128155573,0.0,1.0,0,34.14879009166422,0.0,1.0,0,36.151007122829206,0.0,1.0,0,35.26338562758024,0.0,1.0,0,40.16463877005018,0.0,1.0,0,37.96099821080584,0.0,1.0,0,50.878054200626075,0.0,1.0,0,46.51758610586679,0.0,1.0,0,46.41237612220932,0.0,1.0,0,41.30504005504323,0.0,1.0,0,59.38068994309775,0.0,1.0,0,82.20074320218467,1
0.7777777777777778,0.2222222222222222,29.712628222213475,10.85042772381668,0.7777777777777778,0.2222222222222222,26.334116029848005,4.812274313526277,0.7777777777777778,0.2222222222222222,20.905499787783924,4.402748613318138,0.6666666666666666,0.3333333333333333,17.610637250137916,8.617257609943666,0.7777777777777778,0.2222222222222222,18.6451730854341,2.8572549088831534,0.7777777777777778,0.2222222222222222,16.77367207909421,10.682928504816342,0.6666666666666666,0.3333333333333333,16.93166011679066,11.92174917691431,0.5555555555555556,0.4444444444444444,19.32275934490619,12.83890248417245,0.5555555555555556,0.4444444444444444,20.683479826926604,12.997511048926127,0.6666666666666666,0.3333333333333333,33.30585513904817,15.232572900200651,0.7777777777777778,0.2222222222222222,38.47051824357874,4.496606566027552,0.7777777777777778,0.2222222222222222,40.76547878960512,6.239822183983536,0.0,1.0,0,73.05251609835943,0.0,1.0,0,55.90643526852347,0.0,1.0,0,55.1751193210476,0.0,1.0,0,38.48476097115628,0.0,1.0,0,42.300497816677044,0.0,1.0,0,57.652153051799,0.0,1.0,0,64.15313215379788,0.0,1.0,0,62.680017285752626,0.0,1.0,0,51.49459682350874,0.0,1.0,0,57.84781056994191,0.0,1.0,0,69.026164260646,0.0,1.0,0,53.47379842509937,1
0.8888888888888888,0.1111111111111111,42.572513999309535,1.9365573672142806,0.7777777777777778,0.2222222222222222,41.17750255785564,5.880035360196048,0.7777777777777778,0.2222222222222222,46.89889859691182,12.661127168754387,0.6666666666666666,0.3333333333333333,46.1133938475394,11.815083482194499,0.6666666666666666,0.3333333333333333,63.8127249516895,20.765477371722753,0.5555555555555556,0.4444444444444444,47.68849510373512,18.86656496378219,0.6666666666666666,0.3333333333333333,45.90959508051067,24.493178824767092,0.6666666666666666,0.3333333333333333,40.0607112007065,27.001370431297534,0.4444444444444444,0.5555555555555556,29.615161000346284,27.38328704669289,0.6666666666666666,0.3333333333333333,47.24491185402264,16.70848246620311,0.7777777777777778,0.2222222222222222,56.023827427771884,11.914930537402471,0.8888888888888888,0.1111111111111111,66.78383326107817,11.879045087865263,0.0,1.0,0,137.8052707144128,0.0,1.0,0,52.11530619405702,0.0,1.0,0,45.68589094727337,0.0,1.0,0,58.227105875136836,0.0,1.0,0,68.16512222736031,0.0,1.0,0,65.45817534101998,0.0,1.0,0,70.6847543704519,0.0,1.0,0,74.68677902714408,0.0,1.0,0,75.51909171531352,0.0,1.0,0,74.35764242383873,0.0,1.0,0,79.2402763908631,0.0,1.0,0,247.0499519709381,1
0.8888888888888888,0.1111111111111111,56.774341222877084,6.195956668102511,1.0,0.0,60.75751919772339,0,0.7777777777777778,0.2222222222222222,51.56788839018104,7.4816178897592,0.7777777777777778,0.2222222222222222,49.26320137420905,7.170296394425865,0.7777777777777778,0.2222222222222222,51.24590419979854,5.330889077773094,0.6666666666666666,0.3333333333333333,42.22253670064874,6.225459475385836,0.7777777777777778,0.2222222222222222,39.298777218521565,8.206042533340874,0.6666666666666666,0.3333333333333333,43.10622461503383,16.904451621346592,0.7777777777777778,0.2222222222222222,49.05565321601801,11.519466684504417,0.7777777777777778,0.2222222222222222,55.57176719457987,6.91023239032453,0.7777777777777778,0.2222222222222222,51.89629453031935,10.903446210037115,0.7777777777777778,0.2222222222222222,47.82756783942799,13.580818736271043,0.0,1.0,0,62.20233817831325,0.0,1.0,0,57.60476226212793,0.0,1.0,0,56.6832466283248,0.0,1.0,0,58.08113230842065,0.0,1.0,0,55.85656383614429,0.0,1.0,0,60.144545927709984,0.0,1.0,0,65.54963393768683,0.0,1.0,0,60.80550370373397,0.0,1.0,0,57.36167658346474,0.0,1.0,0,55.6842058203316,0.0,1.0,0,59.99121153596729,0.0,1.0,0,123.74848870873224,1
0.6666666666666666,0.3333333333333333,35.952806527754795,16.1620491636695,0.6666666666666666,0.3333333333333333,24.554917867896425,13.238923734672763,0.8888888888888888,0.1111111111111111,21.16286494493311,7.026145671003076,0.7777777777777778,0.2222222222222222,20.011823730917264,17.729524758432525,0.6666666666666666,0.3333333333333333,13.763123137343637,12.17017968055829,0.7777777777777778,0.2222222222222222,19.894648656001138,6.25082377360022,0.6666666666666666,0.3333333333333333,30.1470159097697,8.09839648207901,0.5555555555555556,0.4444444444444444,16.044769494564704,11.071387291768362,0.7777777777777778,0.2222222222222222,21.096328120654952,8.322390093342872,0.8888888888888888,0.1111111111111111,25.43179175251915,5.246949118079994,0.8888888888888888,0.1111111111111111,34.07924300130084,2.8889633280316662,0.5555555555555556,0.4444444444444444,31.307163858957654,32.09740001549132,0.0,1.0,0,58.12002857872606,0.0,1.0,0,59.47063806165162,0.0,1.0,0,54.44699939656858,0.0,1.0,0,50.68964995023774,0.0,1.0,0,53.32344132977527,0.0,1.0,0,66.91836885188029,0.0,1.0,0,51.95190800600339,0.0,1.0,0,33.920224540680906,0.0,1.0,0,46.688418787592354,0.0,1.0,0,39.30895779596378,0.0,1.0,0,46.15439975776515,0.0,1.0,0,50.96638912525928,1
1.0,0.0,31.65320099904333,0,0.7777777777777778,0.2222222222222222,23.290634252574293,5.418361354588011,0.8888888888888888,0.1111111111111111,27.611165272648954,2.5381062346298333,1.0,0.0,28.99988813389198,0,0.8888888888888888,0.1111111111111111,24.843597562601467,5.328717510947868,0.8888888888888888,0.1111111111111111,24.61260983261978,2.114095734637842,0.8888888888888888,0.1111111111111111,33.22559795200392,3.111390844232802,0.7777777777777778,0.2222222222222222,33.71151374747451,4.795774459001619,0.8888888888888888,0.1111111111111111,56.11498298355291,2.3690969147272156,0.7777777777777778,0.2222222222222222,31.67466856000254,5.922783341992373,0.8888888888888888,0.1111111111111111,41.99885126137566,1.5324096059689445,1.0,0.0,26.084057653622892,0,0.0,1.0,0,39.722472625894675,0.0,1.0,0,30.16220882604149,0.0,1.0,0,83.71253726633933,0.0,1.0,0,37.103937294831766,0.0,1.0,0,38.7156319740366,0.0,1.0,0,38.50713079638048,0.0,1.0,0,44.81781758664356,0.0,1.0,0,38.82431799024675,0.0,1.0,0,36.564001633326924,0.0,1.0,0,31.73307190547593,0.0,1.0,0,29.248516426693257,0.0,1.0,0,23.883964514703003,1
1.0,0.0,29.741051873286406,0,1.0,0.0,29.198273240732533,0,1.0,0.0,31.245859344247002,0,0.8888888888888888,0.1111111111111111,29.29769663307397,2.4332643396043347,0.8888888888888888,0.1111111111111111,43.28255440171326,0.5317438803264899,0.8888888888888888,0.1111111111111111,33.87831359973373,2.4727235311617326,0.8888888888888888,0.1111111111111111,31.19396474396692,3.957398985983543,0.8888888888888888,0.1111111111111111,29.349163177363227,2.5163753906042943,0.8888888888888888,0.1111111111111111,37.74240007203751,1.7126743093537722,0.6666666666666666,0.3333333333333333,19.187997571123727,14.837142909604903,0.4444444444444444,0.5555555555555556,10.639218345985833,10.976807450045454,0.7777777777777778,0.2222222222222222,17.307097361539135,8.125939666789927,0.0,1.0,0,32.145679311415115,0.0,1.0,0,42.46918414565605,0.0,1.0,0,35.3221030419689,0.0,1.0,0,36.7757659588241,0.0,1.0,0,49.81450860355182,0.0,1.0,0,48.66695273121674,0.0,1.0,0,73.53632971791521,0.0,1.0,0,48.09105961693201,0.0,1.0,0,67.48336930599473,0.0,1.0,0,82.81654222270039,0.0,1.0,0,69.63925794334307,0.0,1.0,0,52.186340314714684,1
